time,text
27.5,"So sick of being pregnant. The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?"
28.5,"So sick of being pregnant. The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?"
29.5,"So sick of being pregnant. The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?"
30.5,"The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?  He's so red."
31.5,"The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?  He's so red."
32.5,"The only happiness I get is from a cup of coffee, which of course is decaf, because, oh, I'm pregnant. Phoebes, you want a cookie?  He's so red."
33.5,"Phoebes, you want a cookie?  He's so red. So, uh, Thebes, honey, how are those mood swings coming?"
34.5,"Phoebes, you want a cookie?  He's so red. So, uh, Thebes, honey, how are those mood swings coming?"
35.5,"Phoebes, you want a cookie?  He's so red. So, uh, Thebes, honey, how are those mood swings coming?"
36.5,"Phoebes, you want a cookie?  He's so red. So, uh, Thebes, honey, how are those mood swings coming?"
37.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming?"
38.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
39.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
40.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
41.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
42.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
43.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
44.5," He's so red. So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
45.5,"So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
46.5,"So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
47.5,"So, uh, Thebes, honey, how are those mood swings coming? I haven't really had any yet."
48.5,I haven't really had any yet.
49.5,I haven't really had any yet.
50.5,I haven't really had any yet.
51.5,I haven't really had any yet.
52.5,I haven't really had any yet.
93.5, Hey.
94.5, Hey. Hey.
95.5, Hey. Hey. All right.
96.5, Hey. Hey. All right. Here's the ring.
97.5, Hey. Hey. All right. Here's the ring.
98.5, Hey. Hey. All right. Here's the ring. Yes.
99.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes."
100.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes."
101.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes."
102.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet?"
103.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet?"
104.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet?"
105.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa."
106.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
107.5," Hey. Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
108.5,"Hey. All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
109.5,"All right. Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
110.5,"Here's the ring. Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
111.5,"Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be?"
112.5,"Yes. Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward."
113.5,"Yes, a thousand times yes. So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward."
114.5,"So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward."
115.5,"So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward."
116.5,"So, uh, any ideas for the bachelor party yet? Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward."
117.5,"Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler."
118.5,"Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler."
119.5,"Whoa, whoa, whoa. Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What?"
120.5,"Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man's gonna be? Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding."
121.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding."
122.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand."
123.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer."
124.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer."
125.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross."
126.5,"Oh, it's awkward. It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers."
127.5,"It's awkward. It's awkward. Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man."
128.5,"Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man."
129.5,"Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married."
130.5,"Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married."
131.5,"Sort of already asked Chandler.  What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married."
132.5," What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man."
133.5," What? He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man."
134.5,"He got to do it at your first wedding. Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man."
135.5,"Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait."
136.5,"Joey, I figured you'd understand. I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait."
137.5,"I mean, I've known him a lot longer. Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
138.5,"Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
139.5,"Come on, Ross. Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
140.5,"Look, I don't have any brothers. I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
141.5,"I'm never going to get to be a best man. You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
142.5,"You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all?"
143.5,"You can be the best man when I get married. I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no."
144.5,"I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
145.5,"I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
146.5,"I'm never going to get to be a best man. Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
147.5,"Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
148.5,"Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
149.5,"Wait, wait. So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
150.5,"So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man."
151.5,"So you get to be my best man twice, and I don't get to be yours at all? Oh, no. Of course you can be my best man.  What about me? You just said I could."
152.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could."
153.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could. I'm not even getting married."
154.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could. I'm not even getting married."
155.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers."
156.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers."
157.5,"Oh, no. Of course you can be my best man.  What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers."
158.5,"Of course you can be my best man.  What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me."
159.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me."
160.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me?"
161.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what?"
162.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what?"
163.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what?"
164.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it."
165.5," What about me? You just said I could. I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man."
166.5,"I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man."
167.5,"I'm not even getting married. Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man."
168.5,"Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes!"
169.5,"Okay, this is a question for science fiction writers. I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes!"
170.5,"I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
171.5,"I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
172.5,"I can't believe you're not picking me. Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
173.5,"Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
174.5,"Hey, how could it not be me? I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
175.5,"I'm not even... I don't even... All right, you know what? That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though."
176.5,"That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though.  Stop it?"
177.5,"That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though.  Stop it?"
178.5,"That's it. From now on, Joey, I want you to be my best man. Yes! Shame about you, though.  Stop it? What?"
179.5,"From now on, Joey, I want you to be my best man. Yes! Shame about you, though.  Stop it? What? One of the babies is kicking."
180.5,"Yes! Shame about you, though.  Stop it? What? One of the babies is kicking."
181.5,"Yes! Shame about you, though.  Stop it? What? One of the babies is kicking. I thought that was a good thing."
182.5,"Yes! Shame about you, though.  Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies."
183.5,"Shame about you, though.  Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies."
184.5,"Shame about you, though.  Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there!"
185.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there!"
186.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there!"
187.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there!"
188.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey!"
189.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey!"
190.5," Stop it? What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey!"
191.5,"What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey!"
192.5,"What? One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow?"
193.5,"One of the babies is kicking. I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow?"
194.5,"I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet."
195.5,"I thought that was a good thing. It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet."
196.5,"It's not kicking me, it's kicking one of the other babies. Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet."
197.5,"Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it?"
198.5,"Oh, don't make me come in there! Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night."
199.5,"Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night."
200.5,"Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey!"
201.5,"Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us?"
202.5,"Hey! Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us?"
203.5,"Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us?"
204.5,"Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later."
205.5,"Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later."
206.5,"Hey. Do you guys have like a big bowl I can borrow? Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni!"
207.5,"Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni!"
208.5,"Yeah, there's one right out of the cabinet. Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni!"
209.5,"Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
210.5,"Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
211.5,"Oh, thanks. Why do you need it? Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
212.5,"Oh, we're having a big party tomorrow night. Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
213.5,"Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
214.5,"Later. Oh, hey! You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones."
215.5,"You planning on inviting us? No, later.  Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited?"
216.5,"No, later.  Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited?"
217.5,"No, later.  Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited?"
218.5,"No, later.  Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party."
219.5," Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party."
220.5," Get your ass back here, Tribionni! Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party."
221.5,"Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So?"
222.5,"Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors?"
223.5,"Hormones. What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors?"
224.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No."
225.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers?"
226.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers?"
227.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers?"
228.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers? No."
229.5,"What Phoebe meant to say was, um, how come you're having a party and we're not invited? Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers? No. Then you're not invited?"
230.5,"Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers? No. Then you're not invited?"
231.5,"Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine."
232.5,"Oh, it's Ross's bachelor party. So? Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either."
233.5,"So? Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either."
234.5,"So? Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either."
235.5,"So? Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party?"
236.5,"Are you bachelors? No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party?"
237.5,"No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party?"
238.5,"No. Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party? Well, um... The baby shower for Phoebe?"
239.5,"Are you strippers? No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party? Well, um... The baby shower for Phoebe?"
240.5,"No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party? Well, um... The baby shower for Phoebe?"
241.5,"No. Then you're not invited?  All right, fine. You're not invited to, uh, the party that we're gonna have, either. Oh, well, what party? Well, um... The baby shower for Phoebe?"
