time,text
99.5,"One of these days, we're going to get off our butts and rip diehard again. Yeah, we are. So no one told you life was going to be this way."
100.5,"Yeah, we are. So no one told you life was going to be this way."
101.5,"Yeah, we are. So no one told you life was going to be this way."
102.5,"Yeah, we are. So no one told you life was going to be this way."
103.5,"Yeah, we are. So no one told you life was going to be this way."
104.5,"Yeah, we are. So no one told you life was going to be this way."
105.5,So no one told you life was going to be this way.  your way.
106.5,So no one told you life was going to be this way.  your way.
107.5,So no one told you life was going to be this way.  your way.
108.5,So no one told you life was going to be this way.  your way.
109.5, your way.
110.5, your way.
111.5, your way.
112.5, your way.
113.5, your way.
114.5, your way.
115.5, your way.
116.5, your way.
117.5, your way.
118.5, your way.
119.5, your way.
141.5, So what did we decide?
142.5, So what did we decide?
143.5, So what did we decide? Does your uncle Nathan get an invite or not?
144.5, So what did we decide? Does your uncle Nathan get an invite or not?
145.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him."
146.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him."
147.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap."
148.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years."
149.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years."
150.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years."
151.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him."
152.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him."
153.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him."
154.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough?"
155.5," So what did we decide? Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough?"
156.5,"Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough?"
157.5,"Does your uncle Nathan get an invite or not? Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough?"
158.5,"Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine."
159.5,"Oh god, nobody likes him. And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah?"
160.5,"And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them."
161.5,"And he's so cheap. I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them."
162.5,"I mean, he'd never fly to London in a million years. Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them."
163.5,"Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them."
164.5,"Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then?"
165.5,"Yeah, invite him. Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then?"
166.5,"Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not?"
167.5,"Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not?"
168.5,"Hey, did I do these neat enough? Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?"
169.5,"Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?"
170.5,"Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there."
171.5,"Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there."
172.5,"Yeah, they're fine. Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there."
173.5,"Yeah? If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her?"
174.5,"If anyone asks, we'll say that Ben addressed them. Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her?"
175.5,"Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her?"
176.5,"Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her?"
177.5,"Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her?"
178.5,"Oh, so he invited Rachel then? Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross."
179.5,"Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel."
180.5,"Sure, why not? Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel."
181.5,"Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you."
182.5,"Really?  Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you."
183.5," Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you."
184.5," Don't think I'd be comfortable having any of my old lovers there. Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you."
185.5,"Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision."
186.5,"Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision."
187.5,"Wait, wait, do you think maybe we shouldn't invite her? Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision."
188.5,"Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea?"
189.5,"Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure."
190.5,"Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure."
191.5,"Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray?"
192.5,"Oh, no, no, Ross. You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray?"
193.5,"You know, I absolutely adore Rachel. It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine."
194.5,"It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
195.5,"It's just that... Well, I thought it might be a bit awkward for you. But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
196.5,"But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
197.5,"But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
198.5,"But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
199.5,"But it's absolutely your decision. More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want."
200.5,"More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay?"
201.5,"More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay?"
202.5,"More tea? Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again."
203.5,"Yeah, sure. Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again."
204.5,"Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
205.5,"Oh, Gray? Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
206.5,"Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
207.5,"Yeah, I'm fine. Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
208.5,"Yeah, invite whoever you want.  I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
209.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
210.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
211.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
212.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
213.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars."
214.5," I don't want to be single, okay? I just want to be married again. And I just want a million dollars. Rachel?"
215.5,"I just want to be married again. And I just want a million dollars. Rachel? Oh, God, Monica, hi."
216.5,"I just want to be married again. And I just want a million dollars. Rachel? Oh, God, Monica, hi."
217.5,"And I just want a million dollars. Rachel? Oh, God, Monica, hi. Thank God."
218.5,"And I just want a million dollars. Rachel? Oh, God, Monica, hi. Thank God."
219.5,"Rachel? Oh, God, Monica, hi. Thank God."
220.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody."
221.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor."
222.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor."
223.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor."
224.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody."
225.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey."
226.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey."
227.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross?"
228.5,"Rachel? Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross?"
229.5,"Oh, God, Monica, hi. Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross? Sure."
230.5,"Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross? Sure. Hi. You know, you probably didn't know this, but back in high school, I had a major crush on you."
231.5,"Thank God.  Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross? Sure. Hi. You know, you probably didn't know this, but back in high school, I had a major crush on you."
232.5," Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross? Sure. Hi. You know, you probably didn't know this, but back in high school, I had a major crush on you."
233.5," Okay, everybody. This is Rachel and Heather, Lincoln High's survivor. This is everybody. This is Chandler and Phoebe and Joey. And you remember my brother, Ross? Sure. Hi. You know, you probably didn't know this, but back in high school, I had a major crush on you."
